Name;Parent;Level;Occurance;Type;Min;Max;Description
LI_PROC_DC;E1BPE1MAW1RT;3;0..1;String;;2;Método catalogação p/tps.sortimento do centro distribuição
LIST_ST_FR;E1BPE1MAW1RT;3;0..1;String;;8;Data a partir da qual se efetua a catalogação na filial
LIST_ST_TO;E1BPE1MAW1RT;3;0..1;String;;8;Data até à qual é efetuada a catalogação na filial
LIST_DC_FR;E1BPE1MAW1RT;3;0..1;String;;8;Data a partir da qual é efetuada a catalogação no CD
LIST_DC_TO;E1BPE1MAW1RT;3;0..1;String;;8;Data até à qual será catalogado no dep.centr./cent.distr.
SELL_ST_FR;E1BPE1MAW1RT;3;0..1;String;;8;Data a partir da qual se vende na filial
SELL_ST_TO;E1BPE1MAW1RT;3;0..1;String;;8;Data até à qual se vende na filial
SELL_DC_FR;E1BPE1MAW1RT;3;0..1;String;;8;Data a partir da qual se vende no centro de distribuição
SELL_DC_TO;E1BPE1MAW1RT;3;0..1;String;;8;Dta.até a qual se vende no depart.central/centro distrib.
VAL_CLASS;E1BPE1MAW1RT;3;0..1;String;;4;Classe de avaliação
COMM_CODE;E1BPE1MAW1RT;3;0..1;String;;17;Código das mercadorias / nº code import.p/comércio exterior
VAL_MARGIN;E1BPE1MAW1RT;3;0..1;String;;9;Margem de avaliação
COUPON_PROFILE;E1BPE1MAW1RT;3;0..1;String;;4;Perfil p/a distribuição descontos por cupons na entrada POS
ASSORTLIST;E1BPE1MAW1RT;3;0..1;String;;1;Catalogação de sortimento ativada
MATERIAL_EXTERNAL;E1BPE1MAW1RT;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MAW1RT;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MAW1RT;3;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MAW1RT;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1MAW1RTX;IDOC;2;0..999999;Complex;;;Transf.dados varejo - barra de seleção para BAPIE1MAW1RT
FUNCTION;E1BPE1MAW1RTX;3;0..1;String;;3;Função
MATERIAL;E1BPE1MAW1RTX;3;0..1;String;;18;Nº do material
REPL_LIST;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SERV_AGRT;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ABC_ID;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PUR_GROUP;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SALES_UNIT;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SALES_UNIT_ISO;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ISSUE_UNIT;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ISSUE_UNIT_ISO;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
COUNTRYORI;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
COUNTRYORI_ISO;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
REGIONORIG;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LOADINGGRP;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ASSORT_LEV;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ASSORTPRIO;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LI_PROC_ST;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LI_PROC_DC;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LIST_ST_FR;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LIST_ST_TO;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LIST_DC_FR;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LIST_DC_TO;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_ST_FR;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_ST_TO;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_DC_FR;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SELL_DC_TO;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
VAL_CLASS;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
COMM_CODE;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
VAL_MARGIN;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
COUPON_PROFILE;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ASSORTLIST;E1BPE1MAW1RTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MATERIAL_EXTERNAL;E1BPE1MAW1RTX;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MAW1RTX;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MAW1RTX;3;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MAW1RTX;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1MAKTRT;IDOC;2;0..999999;Complex;;;Transf.dados varejo - textos breves de material
FUNCTION;E1BPE1MAKTRT;3;0..1;String;;3;Função
MATERIAL;E1BPE1MAKTRT;3;0..1;String;;18;Nº do material
LANGU;E1BPE1MAKTRT;3;0..1;String;;1;Código de idioma
LANGU_ISO;E1BPE1MAKTRT;3;0..1;String;;2;Código de idiomas SAP de 2 dígitos
MATL_DESC;E1BPE1MAKTRT;3;0..1;String;;40;Texto breve de material
MATERIAL_EXTERNAL;E1BPE1MAKTRT;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MAKTRT;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MAKTRT;3;0..1;String;;10;Nº de versão para campo MATERIAL
MATERIAL_LONG;E1BPE1MAKTRT;3;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
E1BPE1MARCRT;IDOC;2;0..999999;Complex;;;Transf.dados varejo - dados de material a nível de centro
FUNCTION;E1BPE1MARCRT;3;0..1;String;;3;Função
MATERIAL;E1BPE1MARCRT;3;0..1;String;;18;Nº do material
PLANT;E1BPE1MARCRT;3;0..1;String;;4;Centro
DEL_FLAG;E1BPE1MARCRT;3;0..1;String;;1;Marcar mat.para eliminação a nível de centro
ABC_ID;E1BPE1MARCRT;3;0..1;String;;1;Código ABC
CRIT_PART;E1BPE1MARCRT;3;0..1;String;;1;Código: peça crítica
PUR_GROUP;E1BPE1MARCRT;3;0..1;String;;3;Grupo de compradores
ISSUE_UNIT;E1BPE1MARCRT;3;0..1;String;;3;Unidade de medida de saída
ISSUE_UNIT_ISO;E1BPE1MARCRT;3;0..1;String;;3;Unidade de medida de saída em code ISO
MRPPROFILE;E1BPE1MARCRT;3;0..1;String;;4;Material: perfil de planejamento de necessidades (MRP)
MRP_TYPE;E1BPE1MARCRT;3;0..1;String;;2;Tipo de MRP
MRP_CTRLER;E1BPE1MARCRT;3;0..1;String;;3;Planejador MRP
PLND_DELRY;E1BPE1MARCRT;3;0..1;String;;4;Prazo de entrega previsto em dias
GR_PR_TIME;E1BPE1MARCRT;3;0..1;String;;4;Tempo de processamento (em dias) da entrada de mercadorias
PERIOD_IND;E1BPE1MARCRT;3;0..1;String;;1;Código de período
ASSY_SCRAP;E1BPE1MARCRT;3;0..1;String;;7;Refugo do conjunto em %
LOTSIZEKEY;E1BPE1MARCRT;3;0..1;String;;2;Chave de cálculo do tamanho do lote no MRP
PROC_TYPE;E1BPE1MARCRT;3;0..1;String;;1;Tipo de suprimento
SPPROCTYPE;E1BPE1MARCRT;3;0..1;String;;2;Tipo de suprimento especial
REORDER_PT;E1BPE1MARCRT;3;0..1;String;;15;Ponto de reabastecimento
SAFETY_STK;E1BPE1MARCRT;3;0..1;String;;15;Estoque de segurança
MINLOTSIZE;E1BPE1MARCRT;3;0..1;String;;15;Tamanho mínimo do lote
MAXLOTSIZE;E1BPE1MARCRT;3;0..1;String;;15;Tamanho máximo do lote
FIXED_LOT;E1BPE1MARCRT;3;0..1;String;;15;Tamanho fixo do lote
ROUND_VAL;E1BPE1MARCRT;3;0..1;String;;15;Valor de arredondamento da quantidade pedida
MAX_STOCK;E1BPE1MARCRT;3;0..1;String;;15;Estoque máximo
ORD_COSTS;E1BPE1MARCRT;3;0..1;String;;25;Custos fixos por pedido (interfaces BAPI)
DEP_REQ_ID;E1BPE1MARCRT;3;0..1;String;;1;Código de necs.deps.para necessidade indiv.e coletiva
STOR_COSTS;E1BPE1MARCRT;3;0..1;String;;1;Código de custos de armazenagem
ALT_BOM_ID;E1BPE1MARCRT;3;0..1;String;;1;Código para a seleção de listas técnicas alternativas
DISCONTINU;E1BPE1MARCRT;3;0..1;String;;1;Código de obsolescência
EFF_O_DAY;E1BPE1MARCRT;3;0..1;String;;8;Data de expiração
FOLLOW_UP;E1BPE1MARCRT;3;0..1;String;;18;Material subsequente
GRP_REQMTS;E1BPE1MARCRT;3;0..1;String;;1;Código para agrupamento de necessidades
MIXED_MRP;E1BPE1MARCRT;3;0..1;String;;1;Código de planejamento de necessidades (MRP) misto
SM_KEY;E1BPE1MARCRT;3;0..1;String;;3;Chave de prazos para tempos buffer
BACKFLUSH;E1BPE1MARCRT;3;0..1;String;;1;Código: baixa por explosão
INHSEPRODT;E1BPE1MARCRT;3;0..1;String;;4;Tempo de produção interna
STGEPERIOD;E1BPE1MARCRT;3;0..1;String;;6;Período máximo de armazenamento
STGE_PD_UN;E1BPE1MARCRT;3;0..1;String;;3;Unidade para o período máximo de armazenamento
STGE_PD_UN_ISO;E1BPE1MARCRT;3;0..1;String;;3;Unidade para o período máximo de armazenamento no código ISO
REPLENTIME;E1BPE1MARCRT;3;0..1;String;;4;Tempo total de reposição (dias de trabalho)
REPLACE_PT;E1BPE1MARCRT;3;0..1;String;;1;Peça de reposição
QUAL_INSP;E1BPE1MARCRT;3;0..1;String;;1;Registro em estoque em controle de qualidade
CTRL_KEY;E1BPE1MARCRT;3;0..1;String;;8;Chave de controle p/administração qualidade no suprimento
DOC_REQD;E1BPE1MARCRT;3;0..1;String;;1;Código para documentação obrigatória
LOADINGGRP;E1BPE1MARCRT;3;0..1;String;;4;Grupo de carregamento
BATCH_MGMT;E1BPE1MARCRT;3;0..1;String;;1;Código para administração em lote obrigatória
QUOTAUSAGE;E1BPE1MARCRT;3;0..1;String;;1;Utilização da quotização
SERV_LEVEL;E1BPE1MARCRT;3;0..1;String;;5;Grau de atendimento
SPLIT_IND;E1BPE1MARCRT;3;0..1;String;;1;Código de divisão
AVAILCHECK;E1BPE1MARCRT;3;0..1;String;;2;Grupo de verificação para verificação de disponibilidade
FY_VARIANT;E1BPE1MARCRT;3;0..1;String;;2;Variante de exercício
CORR_FACT;E1BPE1MARCRT;3;0..1;String;;1;Código: considerar os fatores de correção
SETUP_TIME;E1BPE1MARCRT;3;0..1;String;;7;Tempo de preparação da expedição
BASE_QTY;E1BPE1MARCRT;3;0..1;String;;15;Quantidade básica p/planejamento de capacidades na expedição
PROC_TIME;E1BPE1MARCRT;3;0..1;String;;7;Tempo de processamento na expedição
SUP_SOURCE;E1BPE1MARCRT;3;0..1;String;;1;Fonte de suprimento
AUTO_P_ORD;E1BPE1MARCRT;3;0..1;String;;1;Código: "pedido automático permitido"
SOURCELIST;E1BPE1MARCRT;3;0..1;String;;1;Código de livro de fornecedores obrigatório
COMM_CODE;E1BPE1MARCRT;3;0..1;String;;17;Código das mercadorias / nº code import.p/comércio exterior
COUNTRYORI;E1BPE1MARCRT;3;0..1;String;;3;País de origem do material (origem CCI)
COUNTRYORI_ISO;E1BPE1MARCRT;3;0..1;String;;2;País de origem do material em code ISO
REGIONORIG;E1BPE1MARCRT;3;0..1;String;;3;Região de origem do material (origem Câm.Ind.e Comércio)
EXPIMPGRP;E1BPE1MARCRT;3;0..1;String;;4;Grupo de materiais exportação para comércio exterior
PROFIT_CTR;E1BPE1MARCRT;3;0..1;String;;10;Centro de lucro
PPC_PL_CAL;E1BPE1MARCRT;3;0..1;String;;3;Calendário de planejamento PCP
REP_MANUF;E1BPE1MARCRT;3;0..1;String;;1;Código: produção repetitiva permitida
PL_TI_FNCE;E1BPE1MARCRT;3;0..1;String;;3;Horizonte de planejamento fixo
CONSUMMODE;E1BPE1MARCRT;3;0..1;String;;1;Modo de compensação
BWD_CONS;E1BPE1MARCRT;3;0..1;String;;3;Intervalo de compensação - regressivo -
FWD_CONS;E1BPE1MARCRT;3;0..1;String;;3;Intervalo de compensação - progressivo -
ISS_ST_LOC;E1BPE1MARCRT;3;0..1;String;;4;Depósito de produção
MRP_GROUP;E1BPE1MARCRT;3;0..1;String;;4;Grupo MRP
COMP_SCRAP;E1BPE1MARCRT;3;0..1;String;;7;Refugo de componentes em %
CERT_TYPE;E1BPE1MARCRT;3;0..1;String;;4;Categoria de certificado
CYCLE_TIME;E1BPE1MARCRT;3;0..1;String;;4;Tempo do ciclo de trabalho
COVPROFILE;E1BPE1MARCRT;3;0..1;String;;3;Perfil de cobertura
CO_PA_FLD;E1BPE1MARCRT;3;0..1;String;;10;Nome local do campo para ligação CO/PA com SOP
CC_PH_INV;E1BPE1MARCRT;3;0..1;String;;1;Código de inventário para inventário rotativo
SERNO_PROF;E1BPE1MARCRT;3;0..1;String;;4;Perfil de nºs série
REPMANPROF;E1BPE1MARCRT;3;0..1;String;;4;Perfil produção repetitiva
NEG_STOCKS;E1BPE1MARCRT;3;0..1;String;;1;Estoques negativos admitidos no centro
QM_RGMTS;E1BPE1MARCRT;3;0..1;String;;4;Sistema QM exigido do fornecedor
PLNG_CYCLE;E1BPE1MARCRT;3;0..1;String;;3;Ciclo MRP
ROUND_PROF;E1BPE1MARCRT;3;0..1;String;;4;Perfil de arredondamento
REFMATCONS;E1BPE1MARCRT;3;0..1;String;;18;Material de referência para consumo
REFPLTCONS;E1BPE1MARCRT;3;0..1;String;;4;Centro referência - consumo
D_TO_REF_M;E1BPE1MARCRT;3;0..1;String;;8;Data-até para material referência - consumo
MULT_REF_M;E1BPE1MARCRT;3;0..1;String;;7;Multiplicador para material referência para consumo
AUTO_RESET;E1BPE1MARCRT;3;0..1;String;;1;Reinicializar modelo de previsão automaticamente
EX_CERT_ID;E1BPE1MARCRT;3;0..1;String;;1;Confirmação de isenção de licença: código p/controle legal
EX_CERT_NO;E1BPE1MARCRT;3;0..1;String;;8;Nº confirmação de isenção licença em exportação/importação
EX_CERT_DT;E1BPE1MARCRT;3;0..1;String;;8;Confirm.isenção licença: data de emissão da conf.isen.licen.
MILIT_ID;E1BPE1MARCRT;3;0..1;String;;1;Código: mercadoria militar
INSP_INT;E1BPE1MARCRT;3;0..1;String;;6;Intervalo até ao próximo controle periódico
CO_PRODUCT;E1BPE1MARCRT;3;0..1;String;;1;Código: o material pode ser um co-produto
PLAN_STRGP;E1BPE1MARCRT;3;0..1;String;;2;Grupo de estratégia de planejamento
SLOC_EXPRC;E1BPE1MARCRT;3;0..1;String;;4;Depósito proposto para suprimento externo
BULK_MAT;E1BPE1MARCRT;3;0..1;String;;1;Código: material a granel
CC_FIXED;E1BPE1MARCRT;3;0..1;String;;1;Código CC fixo
DETERM_GRP;E1BPE1MARCRT;3;0..1;String;;4;Grupo de determinação de estoque
QM_AUTHGRP;E1BPE1MARCRT;3;0..1;String;;6;Grupo de autorização de material para atividades no QM
PUR_STATUS;E1BPE1MARCRT;3;0..1;String;;2;Status do material específico do centro
SAFTY_T_ID;E1BPE1MARCRT;3;0..1;String;;1;Código de margem de segurança (com/sem margem de segurança)
SAFETYTIME;E1BPE1MARCRT;3;0..1;String;;2;Período de segurança (em dias de trabalho)
PLORD_CTRL;E1BPE1MARCRT;3;0..1;String;;2;Controle de ações processamento de ordens planejadas
BATCHENTRY;E1BPE1MARCRT;3;0..1;String;;1;Controle da entrada de lotes na ordem de produção/processo
PROMSMOOTH;E1BPE1MARCRT;3;0..1;String;;1;Código: nivelar consumo de ação de promoção
UNIT_GROUP;E1BPE1MARCRT;3;0..1;String;;4;Grupo unidade medida
PVALIDFROM;E1BPE1MARCRT;3;0..1;String;;8;Data, a partir da qual status mat.espec.centro é válido
SERV_LEV_R;E1BPE1MARCRT;3;0..1;String;;1;Grau de atendimento SAM
MATFRGTGRP;E1BPE1MARCRT;3;0..1;String;;8;Grupo de frete de material
HANDLG_GRP;E1BPE1MARCRT;3;0..1;String;;4;Grupo de cargas para logística para cálculo carga trabalho
CFOP_CAT;E1BPE1MARCRT;3;0..1;String;;2;Material: categoria CFOP
EU_LIST_NO;E1BPE1MARCRT;3;0..1;String;;12;Regul.mercado: nº lista de produtos no regulam.mercado (CAP)
EU_MAT_GRP;E1BPE1MARCRT;3;0..1;String;;6;Regulam.mercado: grp.prod.no regulam.mercado p/com.exterior
CAS_NO;E1BPE1MARCRT;3;0..1;String;;15;Nº CAS para produtos farmacêuticos no comércio exterior
CTRL_CODE;E1BPE1MARCRT;3;0..1;String;;16;Código de controle p/imposto seletivo em comércio exterior
JIT_RELVT;E1BPE1MARCRT;3;0..1;String;;1;Código item relevante para solicitação remessa just in time
DISTR_PROF;E1BPE1MARCRT;3;0..1;String;;3;Pefil de distribuição do material no centro
PERIOD_PROFILE_SAFETY_TIME;E1BPE1MARCRT;3;0..1;String;;3;Perfil períod.para períod.segurança
MRP_RELEVANCY_DEP_REQUIREMENTS;E1BPE1MARCRT;3;0..1;String;;1;Relevância MRP para necessidades dependentes
AVAIL_CHECK_ALL_PROJ_SEGMENTS;E1BPE1MARCRT;3;0..1;String;;1;Código para o material válido para todos os projetos
EX_CERT_NO_NEW;E1BPE1MARCRT;3;0..1;String;;8;Conf.isenção licença: nº conf.isenção licença p/cntrl.legal
PRODUCTION_SCHEDULER;E1BPE1MARCRT;3;0..1;String;;3;Responsável pelo controle de produção
PROD_PROF;E1BPE1MARCRT;3;0..1;String;;6;Perfil de controle de produção
MAT_GRP_TRANS;E1BPE1MARCRT;3;0..1;String;;20;Grupo de materiais para a matriz de transição
OVERALL_PROF;E1BPE1MARCRT;3;0..1;String;;6;Perfil geral para controle de modificações de ordens
UNDER_TOL;E1BPE1MARCRT;3;0..1;String;;5;Limite de tolerância para fornecimento incompleto
OVER_TOL;E1BPE1MARCRT;3;0..1;String;;5;Limite de tolerância para fornecimento excessivo
UNLIMITED;E1BPE1MARCRT;3;0..1;String;;1;Código: fornecimento excessivo permitido sem limites
SETUP_TIME_PROC;E1BPE1MARCRT;3;0..1;String;;7;Tempos de preparação
PROCESSING_TIME;E1BPE1MARCRT;3;0..1;String;;7;Tempo de processamento
BASE_QTY_PROC;E1BPE1MARCRT;3;0..1;String;;15;Quantidade básica
INTEROP_TIME;E1BPE1MARCRT;3;0..1;String;;7;Tempo de transição
PROD_UNIT;E1BPE1MARCRT;3;0..1;String;;3;Unidade de medida de produção
PROD_UNIT_ISO;E1BPE1MARCRT;3;0..1;String;;3;Unidade de medida de produção no código ISO
VARIANCE_KEY;E1BPE1MARCRT;3;0..1;String;;6;Chave de desvio
ALTERNATIVE_BOM;E1BPE1MARCRT;3;0..1;String;;2;Lista técnica alternativa
BOM_USAGE;E1BPE1MARCRT;3;0..1;String;;1;Utilização da lista técnica
TASK_LIST_GRP_NO;E1BPE1MARCRT;3;0..1;String;;8;Chave do grupo de listas de tarefas
GROUP_COUNTER;E1BPE1MARCRT;3;0..1;String;;2;Numerador de grupos
TASK_LIST_TYPE;E1BPE1MARCRT;3;0..1;String;;1;Tipo de roteiro
SPEC_PROC_TYPE;E1BPE1MARCRT;3;0..1;String;;2;Aprovisionamento especial para cálculo de custos
LOT_SIZE;E1BPE1MARCRT;3;0..1;String;;15;Tamanho de lote do cálculo de custos do produto
MIN_SAFETY_STK;E1BPE1MARCRT;3;0..1;String;;15;Estoque de segurança mínimo
NO_COSTING;E1BPE1MARCRT;3;0..1;String;;1;Não calcular custos
FOLLOW_UP_EXTERNAL;E1BPE1MARCRT;3;0..1;String;;40;Nº de material longo para o campo FOLLOW_UP
FOLLOW_UP_GUID;E1BPE1MARCRT;3;0..1;String;;32;GUID externo para campo FOLLOW_UP
FOLLOW_UP_VERSION;E1BPE1MARCRT;3;0..1;String;;10;Nº de versão para campo FOLLOW_UP
MATERIAL_EXTERNAL;E1BPE1MARCRT;3;0..1;String;;40;Nº de material longo para o campo MATERIAL
MATERIAL_GUID;E1BPE1MARCRT;3;0..1;String;;32;GUID externo para campo MATERIAL
MATERIAL_VERSION;E1BPE1MARCRT;3;0..1;String;;10;Nº de versão para campo MATERIAL
REFMATCONS_EXTERNAL;E1BPE1MARCRT;3;0..1;String;;40;Nº de material longo para o campo REFMATCONS
REFMATCONS_GUID;E1BPE1MARCRT;3;0..1;String;;32;ID único externo para o campo REFMATCONS
REFMATCONS_VERSION;E1BPE1MARCRT;3;0..1;String;;10;Nº da versão para o campo REFMATCONS
E1BPE1MARCRT1;E1BPE1MARCRT;3;0..1;Complex;;;Transf.dados varejo - dados de material a nível de centro
PROPSUPPLYAREA;E1BPE1MARCRT1;4;0..1;String;;10;SupM proposto no mestre de material
CONSIGNMENT_CONTROL;E1BPE1MARCRT1;4;0..1;String;;1;Controle do estoque em consignação
GI_PR_TIME;E1BPE1MARCRT1;4;0..1;String;;4;Tempo de processamento da saída de mercadorias em dias
PURCH_ACROSS_PUR_GROUP;E1BPE1MARCRT1;4;0..1;String;;1;Suprimento possível para vários grupos de compradores
REF_DETERM_SCHEMA;E1BPE1MARCRT1;4;0..1;String;;2;Esquema de determinação de referência
MIN_TROC;E1BPE1MARCRT1;4;0..1;String;;3;Cobertura mínima planejada
MAX_TROC;E1BPE1MARCRT1;4;0..1;String;;3;Cobertura máxima planejada
TARGET_STOCK;E1BPE1MARCRT1;4;0..1;String;;15;Estoque teórico
SEGMENTATION_STRATEGY;E1BPE1MARCRT1;4;0..1;String;;8;Estratégia de segmentação
SEGMENTATION_STATUS;E1BPE1MARCRT1;4;0..1;String;;1;Status de segmentação
SEGMENTATION_SCOPE;E1BPE1MARCRT1;4;0..1;String;;1;Escopo da estratégia de segmentação
CHECK_METHOD;E1BPE1MARCRT1;4;0..1;String;;1;Ordenar estoque com base no segmento
CONSUMPTION_PRIORITY;E1BPE1MARCRT1;4;0..1;String;;1;Prioridade de compensação
DISCRETE_BATCH_FLAG;E1BPE1MARCRT1;4;0..1;String;;1;Número de lote discreto
ORDER_ALLOCATION_REQ;E1BPE1MARCRT1;4;0..1;String;;1;Execução de alocação de ordem
STOCK_PROTECTION_IND;E1BPE1MARCRT1;4;0..1;String;;1;Código de proteção de estoque
SEASON_FLAG;E1BPE1MARCRT1;4;0..1;String;;1;Código: época ativa na aministração estoques
DEFAULT_STOCK_SEGMENT;E1BPE1MARCRT1;4;0..1;String;;16;Valor de segmento de estoque padrão
SORT_STOCK_BASED_ON_SEGMENT;E1BPE1MARCRT1;4;0..1;String;;1;Ordenar estoque com base no segmento
VARIANT_GROUP;E1BPE1MARCRT1;4;0..1;String;;2;Grupo de variantes
BATCH_ASSIGNMENT;E1BPE1MARCRT1;4;0..1;String;;1;Código: atribuição de lote durante conversão OT em OT
ATP_MRP_STATUS;E1BPE1MARCRT1;4;0..1;String;;2;Status ATP/MRP para material e segmento
SEGMENTATION_VALIDFROM;E1BPE1MARCRT1;4;0..1;String;;8;Data a partir da qual status material espec.centro é válida
MATERIAL_LONG;E1BPE1MARCRT1;4;0..1;String;;40;Nº material (40 caracteres, necessário por razões técnicas)
FOLLOW_UP_LONG;E1BPE1MARCRT1;4;0..1;String;;40;Material subsequente
REFMATCONS_LONG;E1BPE1MARCRT1;4;0..1;String;;40;Material de referência de consumo
CALENDAR_GROUP;E1BPE1MARCRT1;4;0..1;String;;4;Grupo de calendários
DEF_SEG_LONG;E1BPE1MARCRT1;4;0..1;String;;40;Valor de segmento de estoque padrão
E1BPE1MARCRTX;IDOC;2;0..999999;Complex;;;Transf.dados varejo - barra de seleção para BAPIE1MARCRT
FUNCTION;E1BPE1MARCRTX;3;0..1;String;;3;Função
MATERIAL;E1BPE1MARCRTX;3;0..1;String;;18;Nº do material
PLANT;E1BPE1MARCRTX;3;0..1;String;;4;Centro
DEL_FLAG;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ABC_ID;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
CRIT_PART;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PUR_GROUP;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ISSUE_UNIT;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ISSUE_UNIT_ISO;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MRPPROFILE;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MRP_TYPE;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MRP_CTRLER;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PLND_DELRY;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
GR_PR_TIME;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PERIOD_IND;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ASSY_SCRAP;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
LOTSIZEKEY;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
PROC_TYPE;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SPPROCTYPE;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
REORDER_PT;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
SAFETY_STK;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MINLOTSIZE;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MAXLOTSIZE;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
FIXED_LOT;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ROUND_VAL;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
MAX_STOCK;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ORD_COSTS;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
DEP_REQ_ID;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
STOR_COSTS;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
ALT_BOM_ID;E1BPE1MARCRTX;3;0..1;String;;1;Info modificação p/respectivo campo dados utilização
